log_id,timestamp,player_id,player_name,monster_id,monster_name,damage_dealt,damage_taken,result,level,zone_id
201,2026-03-28 09:02:00,1001,DragonSlayer,504,BossWolf,340,300,WIN,25,Z02
202,2026-03-28 09:04:35,1002,IceWizard,507,SkeletonLord,205,138,WIN,22,Z03
203,2026-03-28 09:07:10,1005,BerserkerKing,508,StoneGolem,625,175,WIN,35,Z02
204,2026-03-28 09:09:50,1003,ShadowRogue,506,Vampire,455,190,WIN,28,Z03
205,2026-03-28 09:12:25,1006,ArrowMaster,503,Troll,280,140,WIN,20,Z02
206,2026-03-28 09:15:00,1004,HolyPaladin,501,Goblin,108,9,WIN,15,Z01
207,2026-03-28 09:17:40,1001,DragonSlayer,503,Troll,360,195,WIN,25,Z02
208,2026-03-28 09:20:15,1002,IceWizard,505,DarkElf,215,92,WIN,22,Z03
209,2026-03-28 09:22:55,1005,BerserkerKing,504,BossWolf,600,270,WIN,35,Z02
210,2026-03-28 09:25:30,1003,ShadowRogue,501,Goblin,440,14,WIN,28,Z01
211,2026-03-28 09:28:05,1006,ArrowMaster,505,DarkElf,295,78,WIN,20,Z03
212,2026-03-28 09:30:40,1004,HolyPaladin,503,Troll,115,115,WIN,15,Z02
213,2026-03-28 09:33:20,1001,DragonSlayer,507,SkeletonLord,330,160,WIN,25,Z03
214,2026-03-28 09:35:55,1002,IceWizard,504,BossWolf,200,345,LOSE,22,Z02
215,2026-03-28 09:38:30,1005,BerserkerKing,506,Vampire,560,205,WIN,35,Z03
216,2026-03-28 09:41:05,1003,ShadowRogue,508,StoneGolem,480,320,WIN,28,Z02
217,2026-03-28 09:43:45,1006,ArrowMaster,502,Orc,275,72,WIN,20,Z01
218,2026-03-28 09:46:20,1004,HolyPaladin,507,SkeletonLord,118,158,LOSE,15,Z03
219,2026-03-28 09:49:00,1001,DragonSlayer,502,Orc,295,110,WIN,25,Z01
220,2026-03-28 09:51:35,1005,BerserkerKing,503,Troll,595,155,WIN,35,Z02
